Algorithm,Instance,MetricName,ExecutionId,MetricValue
nnUNet3D,fold1,DSC,1,0.7539971824257341
nnUNet3D,fold1,FN,1,3086.777777777778
nnUNet3D,fold1,FNR,1,0.2375388509108321
nnUNet3D,fold1,FP,1,1340.7777777777778
nnUNet3D,fold1,FPR,1,0.000186011496164
nnUNet3D,fold1,IoU,1,0.6194580787682897
nnUNet3D,fold1,NPV,1,0.9995718626057924
nnUNet3D,fold1,TN,1,7206696.388888889
nnUNet3D,fold1,TP,1,9908.055555555557
nnUNet3D,fold1,acc,1,0.9993868527994952
nnUNet3D,fold1,precision,1,0.8808073923715546
nnUNet3D,fold1,recall,1,0.762461149089168
nnUNet3D,fold1,specificity,1,0.999813988503836
nnUNet3D,fold1,DSC,2,0.7497725999116166
nnUNet3D,fold1,FN,2,2994.777777777778
nnUNet3D,fold1,FNR,2,0.2304591140923529
nnUNet3D,fold1,FP,2,1729.6666666666667
nnUNet3D,fold1,FPR,2,0.0002399636165398
nnUNet3D,fold1,IoU,2,0.6149289548266306
nnUNet3D,fold1,NPV,2,0.9995845953377472
nnUNet3D,fold1,TN,2,7206307.5
nnUNet3D,fold1,TP,2,10000.055555555557
nnUNet3D,fold1,acc,2,0.9993457383315232
nnUNet3D,fold1,precision,2,0.8525398441755275
nnUNet3D,fold1,recall,2,0.769540885907647
nnUNet3D,fold1,specificity,2,0.99976003638346
nnUNet3D,fold1,DSC,3,0.7453691766246782
nnUNet3D,fold1,FN,3,3162.833333333333
nnUNet3D,fold1,FNR,3,0.2433916043555772
nnUNet3D,fold1,FP,3,1640.6666666666667
nnUNet3D,fold1,FPR,3,0.0002276162884195
nnUNet3D,fold1,IoU,3,0.6115463787851483
nnUNet3D,fold1,NPV,3,0.9995613000480196
nnUNet3D,fold1,TN,3,7206396.5
nnUNet3D,fold1,TP,3,9832.0
nnUNet3D,fold1,acc,3,0.9993347903734536
nnUNet3D,fold1,precision,3,0.8569934336684294
nnUNet3D,fold1,recall,3,0.7566083956444227
nnUNet3D,fold1,specificity,3,0.9997723837115804
nnUNet3D,fold1,DSC,4,0.7428432277746881
nnUNet3D,fold1,FN,4,3077.277777777778
nnUNet3D,fold1,FNR,4,0.236807791130663
nnUNet3D,fold1,FP,4,1819.8333333333333
nnUNet3D,fold1,FPR,4,0.0002524728010212
nnUNet3D,fold1,IoU,4,0.6086319663323646
nnUNet3D,fold1,NPV,4,0.999573151335356
nnUNet3D,fold1,TN,4,7206217.333333333
nnUNet3D,fold1,TP,4,9917.555555555557
nnUNet3D,fold1,acc,4,0.9993218266985784
nnUNet3D,fold1,precision,4,0.8449541588371443
nnUNet3D,fold1,recall,4,0.7631922088693369
nnUNet3D,fold1,specificity,4,0.9997475271989787
nnUNet3D,fold1,DSC,5,0.7521918203728138
nnUNet3D,fold1,FN,5,2889.722222222222
nnUNet3D,fold1,FNR,5,0.2223747044765654
nnUNet3D,fold1,FP,5,2101.833333333333
nnUNet3D,fold1,FPR,5,0.0002915957957393
nnUNet3D,fold1,IoU,5,0.6206760442688579
nnUNet3D,fold1,NPV,5,0.9995991410250696
nnUNet3D,fold1,TN,5,7205935.333333333
nnUNet3D,fold1,TP,5,10105.111111111111
nnUNet3D,fold1,acc,5,0.9993087476200694
nnUNet3D,fold1,precision,5,0.8278165889179656
nnUNet3D,fold1,recall,5,0.7776252955234345
nnUNet3D,fold1,specificity,5,0.9997084042042608
nnUNet3D,fold1,DSC,6,0.7456109657075396
nnUNet3D,fold1,FN,6,3056.277777777778
nnUNet3D,fold1,FNR,6,0.2351917642481841
nnUNet3D,fold1,FP,6,1485.5
nnUNet3D,fold1,FPR,6,0.0002060893923896
nnUNet3D,fold1,IoU,6,0.6125595177664943
nnUNet3D,fold1,NPV,6,0.9995760826661688
nnUNet3D,fold1,TN,6,7206551.666666667
nnUNet3D,fold1,TP,6,9938.555555555557
nnUNet3D,fold1,acc,6,0.9993710348080748
nnUNet3D,fold1,precision,6,0.8699673690506874
nnUNet3D,fold1,recall,6,0.7648082357518159
nnUNet3D,fold1,specificity,6,0.9997939106076104
nnUNet3D,fold1,DSC,7,0.7487465752161401
nnUNet3D,fold1,FN,7,2887.3888888888887
nnUNet3D,fold1,FNR,7,0.2221951459340677
nnUNet3D,fold1,FP,7,2130.6666666666665
nnUNet3D,fold1,FPR,7,0.0002955959600929
nnUNet3D,fold1,IoU,7,0.6149620253656819
nnUNet3D,fold1,NPV,7,0.999599462970728
nnUNet3D,fold1,TN,7,7205906.5
nnUNet3D,fold1,TP,7,10107.444444444443
nnUNet3D,fold1,acc,7,0.9993050777845112
nnUNet3D,fold1,precision,7,0.8258990584966817
nnUNet3D,fold1,recall,7,0.7778048540659322
nnUNet3D,fold1,specificity,7,0.999704404039907
nnUNet3D,fold1,DSC,8,0.7676050789374196
nnUNet3D,fold1,FN,8,2957.9444444444443
nnUNet3D,fold1,FNR,8,0.2276246542429256
nnUNet3D,fold1,FP,8,1280.7777777777778
nnUNet3D,fold1,FPR,8,0.0001776874547346
nnUNet3D,fold1,IoU,8,0.6342747699827602
nnUNet3D,fold1,NPV,8,0.9995897279271152
nnUNet3D,fold1,TN,8,7206756.388888889
nnUNet3D,fold1,TP,8,10036.888888888889
nnUNet3D,fold1,acc,8,0.9994130032629378
nnUNet3D,fold1,precision,8,0.8868337603942705
nnUNet3D,fold1,recall,8,0.7723753457570744
nnUNet3D,fold1,specificity,8,0.9998223125452652
nnUNet3D,fold1,DSC,9,0.7660699687931084
nnUNet3D,fold1,FN,9,3007.6666666666665
nnUNet3D,fold1,FNR,9,0.2314509612794829
nnUNet3D,fold1,FP,9,1293.7777777777778
nnUNet3D,fold1,FPR,9,0.0001794909970443
nnUNet3D,fold1,IoU,9,0.632681056705024
nnUNet3D,fold1,NPV,9,0.999582833492656
nnUNet3D,fold1,TN,9,7206743.388888889
nnUNet3D,fold1,TP,9,9987.166666666666
nnUNet3D,fold1,acc,9,0.9994043172160926
nnUNet3D,fold1,precision,9,0.8853129909335803
nnUNet3D,fold1,recall,9,0.7685490387205172
nnUNet3D,fold1,specificity,9,0.9998205090029556
nnUNet3D,fold1,DSC,10,0.7565440357105289
nnUNet3D,fold1,FN,10,3181.5
nnUNet3D,fold1,FNR,10,0.2448280726955584
nnUNet3D,fold1,FP,10,1248.0
nnUNet3D,fold1,FPR,10,0.0001731400617315
nnUNet3D,fold1,IoU,10,0.6208643478320071
nnUNet3D,fold1,NPV,10,0.9995587360688292
nnUNet3D,fold1,TN,10,7206789.166666667
nnUNet3D,fold1,TP,10,9813.333333333334
nnUNet3D,fold1,acc,10,0.9993865835243494
nnUNet3D,fold1,precision,10,0.8871745419479267
nnUNet3D,fold1,recall,10,0.7551719273044415
nnUNet3D,fold1,specificity,10,0.9998268599382684
nnUNet3D,fold1,DSC,11,0.7589882363692166
nnUNet3D,fold1,FN,11,3176.555555555556
